POSTAL_CODE,CITY,PROVINCE_ABBR,TIME_ZONE,LATITUDE,LONGITUDE
A2A 1J2,GRAND FALLS-WINDSOR,NL,3,48.9297213,-55.6389685
A2A 1J6,GRAND FALLS-WINDSOR,NL,3,48.9346969,-55.6379526
A2A 1K4,GRAND FALLS-WINDSOR,NL,3,48.9310843,-55.6531585
A2A 1K6,GRAND FALLS-WINDSOR,NL,3,48.931047,-55.655509
A2A 1N5,GRAND FALLS-WINDSOR,NL,3,48.9342769,-55.6615657
A2A 1N8,GRAND FALLS-WINDSOR,NL,3,48.9342277,-55.6604998
A2A 1P2,GRAND FALLS-WINDSOR,NL,3,48.9338956,-55.6594907
A2A 1P6,GRAND FALLS-WINDSOR,NL,3,48.9347342,-55.6503259
A2A 1P9,GRAND FALLS-WINDSOR,NL,3,48.9348061,-55.6613222
A2A 1R1,GRAND FALLS-WINDSOR,NL,3,48.9351306,-55.661002
A2A 1R5,GRAND FALLS-WINDSOR,NL,3,48.9342089,-55.6541804
A2A 1R7,GRAND FALLS-WINDSOR,NL,3,48.9346386,-55.6524621
A2A 1S4,GRAND FALLS-WINDSOR,NL,3,48.9351952,-55.6581179
A2A 1S6,GRAND FALLS-WINDSOR,NL,3,48.9349976,-55.655081
A2A 1S9,GRAND FALLS-WINDSOR,NL,3,48.934652,-55.653468
A2A 1T4,GRAND FALLS-WINDSOR,NL,3,48.9354919,-55.6538865
A2A 1V3,GRAND FALLS-WINDSOR,NL,3,48.9366822,-55.6525846
A2A 1X9,GRAND FALLS-WINDSOR,NL,3,48.933208,-55.6625364
A2A 1Y6,GRAND FALLS-WINDSOR,NL,3,48.932771,-55.660866
A2A 2E1,GRAND FALLS-WINDSOR,NL,3,48.933254,-55.647212
A2A 2E6,GRAND FALLS-WINDSOR,NL,3,48.9308672,-55.6474385
A2A 2G8,GRAND FALLS-WINDSOR,NL,3,48.933836,-55.640298
A2A 2K4,GRAND FALLS-WINDSOR,NL,3,48.9327516,-55.6388452
A2A 2M7,GRAND FALLS-WINDSOR,NL,3,48.949831,-55.6400332
A2A 2M8,GRAND FALLS-WINDSOR,NL,3,48.9493224,-55.6388588
A2A 2N1,GRAND FALLS-WINDSOR,NL,3,48.9516662,-55.6385082
A2A 2P1,GRAND FALLS-WINDSOR,NL,3,48.9420275,-55.6481116
A2A 2R2,GRAND FALLS-WINDSOR,NL,3,48.944639,-55.640591
A2A 2S1,GRAND FALLS-WINDSOR,NL,3,48.9416973,-55.6508129
A2A 2S5,GRAND FALLS-WINDSOR,NL,3,48.949043,-55.633378
A2A 2S8,GRAND FALLS-WINDSOR,NL,3,48.945595,-55.653842
A1L 3J5,PARADISE,NL,3,47.549651,-52.8907063
A1L 3L4,PARADISE,NL,3,47.5517241,-52.8989352
A1L 3S6,PARADISE,NL,3,47.5661,-52.8987
A1L 3S8,PARADISE,NL,3,47.5668218,-52.8993016
A1L 3T2,PARADISE,NL,3,47.5661,-52.8987
A1L 3T5,PARADISE,NL,3,47.5727009,-52.9012716
A1L 3V4,PARADISE,NL,3,47.568308,-52.891596
A1L 3W1,PARADISE,NL,3,47.52912,-52.84082
A1L 3W7,PARADISE,NL,3,47.539589,-52.835383
A1L 3W8,PARADISE,NL,3,47.53959,-52.835383
A1L 3X2,PARADISE,NL,3,47.5429177,-52.879198
A1L 3X9,PARADISE,NL,3,47.541778,-52.868646
A1L 3Z3,PARADISE,NL,3,47.524194,-52.859067
A1L 4C3,PARADISE,NL,3,47.537878,-52.876315
A1L 4C5,PARADISE,NL,3,47.537878,-52.876315
A1L 4E1,PARADISE,NL,3,47.537878,-52.876315
A1L 4G8,PARADISE,NL,3,47.529718,-52.886476
A1L 4J1,PARADISE,NL,3,47.5517103,-52.8928539
A1L 4J9,PARADISE,NL,3,48.3921126,-53.3258508
A1L 4K6,PARADISE,NL,3,47.530555,-52.8795683
A1M 0B7,PORTUGAL COVE-ST PHILIPS,NL,3,47.610475,-52.832149
A1M 0C5,PORTUGAL COVE-ST PHILIPS,NL,3,47.6096038,-52.8403394
A1M 0C7,PORTUGAL COVE-ST PHILIPS,NL,3,47.6096038,-52.8403394
A1M 0E1,PORTUGAL COVE-ST PHILIPS,NL,3,47.610475,-52.8321489
A1M 0H3,PORTUGAL COVE-ST PHILIPS,NL,3,47.618259,-52.835924
A1M 0H8,PORTUGAL COVE-ST PHILIPS,NL,3,47.618259,-52.835924
A1M 1A3,PORTUGAL COVE-ST PHILIPS,NL,3,47.584894,-52.8926049
A1M 1A4,PORTUGAL COVE-ST PHILIPS,NL,3,47.5841144,-52.891535
A1M 1A5,PORTUGAL COVE-ST PHILIPS,NL,3,47.589191,-52.888459
A1M 1C6,PORTUGAL COVE-ST PHILIPS,NL,3,47.582202,-52.882471
A1M 1E2,PORTUGAL COVE-ST PHILIPS,NL,3,47.586072,-52.885124
A1M 1E6,PORTUGAL COVE-ST PHILIPS,NL,3,47.5674855,-52.8783392
A1M 1G4,PORTUGAL COVE-ST PHILIPS,NL,3,47.58742,-52.858209
A1M 1J9,PORTUGAL COVE-ST PHILIPS,NL,3,47.5867936,-52.8793554
A1M 1K7,PORTUGAL COVE-ST PHILIPS,NL,3,47.5881831,-52.883515
A1M 1K9,PORTUGAL COVE-ST PHILIPS,NL,3,47.589191,-52.888459
A1M 1L7,PORTUGAL COVE-ST PHILIPS,NL,3,47.595064,-52.883682
A1M 1N2,PORTUGAL COVE-ST PHILIPS,NL,3,47.5893723,-52.8811613
A1M 1N3,PORTUGAL COVE-ST PHILIPS,NL,3,47.5946445,-52.8813088
A1M 1P6,PORTUGAL COVE-ST PHILIPS,NL,3,47.650809,-52.835157
A1M 1R9,PORTUGAL COVE-ST PHILIPS,NL,3,47.5801487,-52.8611916
A1M 1S9,PORTUGAL COVE-ST PHILIPS,NL,3,47.571345,-52.859389
A1M 1T7,PORTUGAL COVE-ST PHILIPS,NL,3,47.5738427,-52.8585205
A1M 1V3,PORTUGAL COVE-ST PHILIPS,NL,3,47.57681,-52.855181
A1M 1V4,PORTUGAL COVE-ST PHILIPS,NL,3,47.57575,-52.855723
A1M 1X2,PORTUGAL COVE-ST PHILIPS,NL,3,47.582301,-52.84459
A1M 1X9,PORTUGAL COVE-ST PHILIPS,NL,3,47.5854522,-52.8458002
A1M 1Y1,PORTUGAL COVE-ST PHILIPS,NL,3,47.587307,-52.843384
A1M 1Y6,PORTUGAL COVE-ST PHILIPS,NL,3,47.5937796,-52.8504459
A1M 1Z5,PORTUGAL COVE-ST PHILIPS,NL,3,47.5935348,-52.8629881
A1M 2B9,PORTUGAL COVE-ST PHILIPS,NL,3,47.5962748,-52.8756907
A1M 2C5,PORTUGAL COVE-ST PHILIPS,NL,3,47.590407,-52.888198
A1M 2G8,PORTUGAL COVE-ST PHILIPS,NL,3,47.615536,-52.849339
A1M 2H8,PORTUGAL COVE-ST PHILIPS,NL,3,47.6321096,-52.8439396
A1M 2J3,PORTUGAL COVE-ST PHILIPS,NL,3,47.6279801,-52.8516011
A1M 2J6,PORTUGAL COVE-ST PHILIPS,NL,3,47.6351459,-52.8435872
A1M 2L3,PORTUGAL COVE-ST PHILIPS,NL,3,47.5505027,-52.7091304
A1M 2L5,PORTUGAL COVE-ST PHILIPS,NL,3,47.6272612,-52.8513699
A1M 2M6,PORTUGAL COVE-ST PHILIPS,NL,3,47.613246,-52.827195
A1M 2P3,PORTUGAL COVE-ST PHILIPS,NL,3,47.6263271,-52.8402554
A1M 2R9,PORTUGAL COVE-ST PHILIPS,NL,3,47.6242758,-52.8360321
A1M 2S1,PORTUGAL COVE-ST PHILIPS,NL,3,47.6231442,-52.8359553
A1M 2T3,PORTUGAL COVE-ST PHILIPS,NL,3,47.6275416,-52.8307144
A1M 2W3,PORTUGAL COVE-ST PHILIPS,NL,3,47.6220476,-52.8380689
A1M 2X1,PORTUGAL COVE-ST PHILIPS,NL,3,47.622183,-52.838886
A1M 2X9,PORTUGAL COVE-ST PHILIPS,NL,3,47.621631,-52.849614
A1M 3B7,PORTUGAL COVE-ST PHILIPS,NL,3,47.622919,-52.832283
A1M 3G2,PORTUGAL COVE-ST PHILIPS,NL,3,47.621223,-52.834425
A1M 3H3,PORTUGAL COVE-ST PHILIPS,NL,3,47.6150062,-52.8262721
A1M 3H7,PORTUGAL COVE-ST PHILIPS,NL,3,47.6114788,-52.8223027
A1M 3K1,PORTUGAL COVE-ST PHILIPS,NL,3,47.6136487,-52.8085785
A1M 3L2,PORTUGAL COVE-ST PHILIPS,NL,3,47.609634,-52.812086
A1M 3L7,PORTUGAL COVE-ST PHILIPS,NL,3,47.609634,-52.812086
A1M 3N2,PORTUGAL COVE-ST PHILIPS,NL,3,47.5993049,-52.8364303
A1M 3N4,PORTUGAL COVE-ST PHILIPS,NL,3,47.6032207,-52.8633807
A1M 3P1,PORTUGAL COVE-ST PHILIPS,NL,3,47.617321,-52.82047
A1M 3R1,PORTUGAL COVE-ST PHILIPS,NL,3,47.6174887,-52.867465
A1M 3R2,PORTUGAL COVE-ST PHILIPS,NL,3,47.622814,-52.839253
A1M 3R4,PORTUGAL COVE-ST PHILIPS,NL,3,47.6181815,-52.8661573
A1M 3S6,PORTUGAL COVE-ST PHILIPS,NL,3,47.575716,-52.884816
A1M 3T5,PORTUGAL COVE-ST PHILIPS,NL,3,47.618259,-52.835924
A1N 0A1,MOUNT PEARL,NL,3,47.519571,-52.811343
A1N 0A6,MOUNT PEARL,NL,3,47.519571,-52.811343
A1N 0A7,MOUNT PEARL,NL,3,47.5251196,-52.8124718
A1N 0C6,MOUNT PEARL,NL,3,47.5251196,-52.8124718
A1N 0E9,MOUNT PEARL,NL,3,47.5251196,-52.8124718
A1N 0G1,MOUNT PEARL,NL,3,47.5324771,-52.8084325
A1N 0G4,MOUNT PEARL,NL,3,47.5251196,-52.8124718
A1N 0H5,MOUNT PEARL,NL,3,47.5251196,-52.8124718
A1N 0H8,MOUNT PEARL,NL,3,47.519095,-52.789167
A1N 0J5,MOUNT PEARL,NL,3,47.519102,-52.828898
A1N 1A3,MOUNT PEARL,NL,3,47.515427,-52.795883
A1N 1B1,MOUNT PEARL,NL,3,47.5172805,-52.7915939
A1N 1B7,MOUNT PEARL,NL,3,47.5144917,-52.8054731
A1N 1C3,MOUNT PEARL,NL,3,47.514392,-52.811307
A1N 1C4,MOUNT PEARL,NL,3,47.514393,-52.811307
A1N 1C7,MOUNT PEARL,NL,3,47.516477,-52.80745
A1N 1C8,MOUNT PEARL,NL,3,47.515309,-52.807879
A1N 1G5,MOUNT PEARL,NL,3,47.51621,-52.80457
A1N 1H3,MOUNT PEARL,NL,3,47.5180147,-52.8185564
A1N 1K4,MOUNT PEARL,NL,3,47.518552,-52.793572
A1N 1K6,MOUNT PEARL,NL,3,47.517544,-52.796502
A1N 1L1,MOUNT PEARL,NL,3,47.5194748,-52.799014
A1N 1L3,MOUNT PEARL,NL,3,47.518776,-52.804257
A1N 1L7,MOUNT PEARL,NL,3,47.5205132,-52.7835227
A1N 1L8,MOUNT PEARL,NL,3,47.5207676,-52.7839431
A1N 1M5,MOUNT PEARL,NL,3,47.520519,-52.79076
A1N 1N1,MOUNT PEARL,NL,3,47.520627,-52.811046
A1N 1P6,MOUNT PEARL,NL,3,47.520529,-52.789035
A1N 1S7,MOUNT PEARL,NL,3,47.5195565,-52.7958172
A1N 1V3,MOUNT PEARL,NL,3,47.5167791,-52.8024965
A1N 1V4,MOUNT PEARL,NL,3,47.517274,-52.801393
A1N 1V7,MOUNT PEARL,NL,3,47.516211,-52.80457
A1N 1W7,MOUNT PEARL,NL,3,47.5192457,-52.8075756
A1N 1X2,MOUNT PEARL,NL,3,47.5160657,-52.8072273
A1N 1X5,MOUNT PEARL,NL,3,47.5202451,-52.8098151
A1N 1X9,MOUNT PEARL,NL,3,47.5167574,-52.8090176
A1N 1Y6,MOUNT PEARL,NL,3,47.5164577,-52.8101895
A1N 1Y7,MOUNT PEARL,NL,3,47.5158316,-52.8100882
A1N 1Y8,MOUNT PEARL,NL,3,47.5148313,-52.809901
A1N 1Z1,MOUNT PEARL,NL,3,47.522083,-52.8125218
A1N 1Z6,MOUNT PEARL,NL,3,47.5177937,-52.8116652
A1N 2A6,MOUNT PEARL,NL,3,47.515692,-52.814099
A1N 2B3,MOUNT PEARL,NL,3,47.5191011,-52.8172939
A1N 2B6,MOUNT PEARL,NL,3,47.5139738,-52.8143409
A1N 2B8,MOUNT PEARL,NL,3,47.5178075,-52.8165134
A1N 2C3,MOUNT PEARL,NL,3,47.516214,-52.80457
A1N 2C5,MOUNT PEARL,NL,3,47.5217486,-52.8126165
A1N 2C8,MOUNT PEARL,NL,3,47.520768,-52.81774
A1N 2E3,MOUNT PEARL,NL,3,47.5139445,-52.8195996
A1N 2G4,MOUNT PEARL,NL,3,47.5174326,-52.8186708
A1N 2H2,MOUNT PEARL,NL,3,47.519782,-52.8197483
A1N 2K4,MOUNT PEARL,NL,3,47.5072063,-52.8041209
A1N 2L1,MOUNT PEARL,NL,3,47.506528,-52.805973
A1N 2L3,MOUNT PEARL,NL,3,47.50653,-52.805973
A1N 2M5,MOUNT PEARL,NL,3,47.510882,-52.802289
A1N 2N3,MOUNT PEARL,NL,3,47.509564,-52.80464
A1N 2P4,MOUNT PEARL,NL,3,47.5085329,-52.8004752
A1N 2P5,MOUNT PEARL,NL,3,47.5073802,-52.8064804
A1N 2R1,MOUNT PEARL,NL,3,47.5117086,-52.8010612
A1N 2R2,MOUNT PEARL,NL,3,47.510928,-52.800727
A1N 2S6,MOUNT PEARL,NL,3,47.5104363,-52.8079875
A1N 2W9,MOUNT PEARL,NL,3,47.504536,-52.808067
A1N 2X2,MOUNT PEARL,NL,3,47.518321,-52.792064
A1N 2X3,MOUNT PEARL,NL,3,47.507331,-52.801746
A1N 2Z3,MOUNT PEARL,NL,3,47.5122204,-52.8153961
A1N 3A9,MOUNT PEARL,NL,3,47.5061603,-52.8036867
A1N 3B6,MOUNT PEARL,NL,3,47.5044455,-52.7959921
A1N 3C9,MOUNT PEARL,NL,3,47.511985,-52.82424
A1N 3G1,MOUNT PEARL,NL,3,47.527732,-52.79989
A1N 3G4,MOUNT PEARL,NL,3,47.529173,-52.7989872
A1N 3G7,MOUNT PEARL,NL,3,47.5269932,-52.8007209
A1N 3H2,MOUNT PEARL,NL,3,47.5289585,-52.7999114
A1N 3J1,MOUNT PEARL,NL,3,47.5226976,-52.7792635
A1N 3J6,MOUNT PEARL,NL,3,47.5237518,-52.785265
A1N 3J9,MOUNT PEARL,NL,3,47.5241204,-52.7968498
A1N 3K1,MOUNT PEARL,NL,3,47.5240092,-52.7976298
A1N 3K2,MOUNT PEARL,NL,3,47.5238311,-52.7989667
A1N 3L6,MOUNT PEARL,NL,3,47.512666,-52.817717
A1N 3N6,MOUNT PEARL,NL,3,47.5100173,-52.8061828
A1N 3T2,MOUNT PEARL,NL,3,47.524409,-52.822412
A1N 3T3,MOUNT PEARL,NL,3,47.520309,-52.826717
A1N 3V9,MOUNT PEARL,NL,3,47.519468,-52.824994
A1N 3W9,MOUNT PEARL,NL,3,47.512667,-52.817717
A1N 3Y1,MOUNT PEARL,NL,3,47.50081,-52.795254
A1N 3Y5,MOUNT PEARL,NL,3,47.5046804,-52.7933853
A1N 3Y6,MOUNT PEARL,NL,3,47.5031586,-52.792524
A1N 4A1,MOUNT PEARL,NL,3,47.5175065,-52.825592
A1N 4A7,MOUNT PEARL,NL,3,47.518253,-52.8304123
A1N 4A9,MOUNT PEARL,NL,3,47.5177615,-52.828516
A1N 4B6,MOUNT PEARL,NL,3,47.5181029,-52.8279544
A1N 4B7,MOUNT PEARL,NL,3,47.5188665,-52.8281567
A1N 4C9,MOUNT PEARL,NL,3,47.5157078,-52.8273527
A1N 4G2,MOUNT PEARL,NL,3,47.517798,-52.8261416
A1N 4H5,MOUNT PEARL,NL,3,47.5152241,-52.8237997
A1N 4H8,MOUNT PEARL,NL,3,47.5145373,-52.8234534
A1N 4L6,MOUNT PEARL,NL,3,47.505641,-52.80012
A1N 4M9,MOUNT PEARL,NL,3,47.499749,-52.79999
A1N 4R5,MOUNT PEARL,NL,3,47.515503,-52.835854
A1N 4T4,MOUNT PEARL,NL,3,47.5243819,-52.8403097
A1N 4T7,MOUNT PEARL,NL,3,47.497865,-52.800898
A1N 4W5,MOUNT PEARL,NL,3,47.532813,-52.812107
A1N 4X6,MOUNT PEARL,NL,3,47.4989321,-52.8050838
A1N 4X9,MOUNT PEARL,NL,3,47.5279931,-52.8091627
A1N 4Y9,MOUNT PEARL,NL,3,47.504938,-52.793844
A1N 5A2,MOUNT PEARL,NL,3,47.520152,-52.835093
A1N 5A5,MOUNT PEARL,NL,3,47.505642,-52.80012
A1N 5B1,MOUNT PEARL,NL,3,47.520154,-52.835093
A1N 5B4,MOUNT PEARL,NL,3,47.5045575,-52.8162525
A1N 5C3,MOUNT PEARL,NL,3,47.530879,-52.792693
A1N 5C6,MOUNT PEARL,NL,3,47.4996453,-52.7963851
A1N 5J2,MOUNT PEARL,NL,3,47.530468,-52.80245
A1N 5J5,MOUNT PEARL,NL,3,47.505617,-52.81544
A1N 5J6,MOUNT PEARL,NL,3,47.531126,-52.80084
A1N 5K1,MOUNT PEARL,NL,3,47.51863861,-52.78645706
A1N 5K4,MOUNT PEARL,NL,3,47.5241754,-52.8114028
A1N 5K6,MOUNT PEARL,NL,3,47.519571,-52.811342
B1T 1M6,SHENACADIE,NS,4,46.01984024,-60.65752411
B1T 1P5,BEAVER COVE,NS,4,46.228129,-60.235568
B1T 1R1,BEAVER COVE,NS,4,46.228133,-60.235568
B1T 1R6,BEAVER COVE,NS,4,46.228137,-60.235568
B1V 0A2,SYDNEY MINES,NS,4,46.2478009,-60.2474585
B1V 0A6,SYDNEY MINES,NS,4,46.2475531,-60.2362743
B1V 1A1,SYDNEY MINES,NS,4,46.217336,-60.235399
B1V 1C1,SYDNEY MINES,NS,4,46.1318088,-60.2265684
B1V 1C3,SYDNEY MINES,NS,4,46.2306586,-60.2259843
B1V 1C8,SYDNEY MINES,NS,4,46.2426829,-60.2161504
B1V 1G6,SYDNEY MINES,NS,4,46.2334747,-60.2249949
B1V 1H2,SYDNEY MINES,NS,4,46.2385519,-60.2231823
B1V 1H9,SYDNEY MINES,NS,4,46.2366097,-60.2254853
B1V 1J5,SYDNEY MINES,NS,4,46.238945,-60.220863
B1V 1J8,SYDNEY MINES,NS,4,46.2417385,-60.2197605
B1V 1L5,SYDNEY MINES,NS,4,46.236292,-60.229286
B1V 1L8,SYDNEY MINES,NS,4,46.241815,-60.227544
B1V 1N2,SYDNEY MINES,NS,4,46.2418884,-60.2322224
B1V 1N9,SYDNEY MINES,NS,4,46.2390943,-60.106411
B1V 1R5,SYDNEY MINES,NS,4,46.2414398,-60.2372794
B1V 1R6,SYDNEY MINES,NS,4,46.2400279,-60.2361699
B1V 1R7,SYDNEY MINES,NS,4,46.2422981,-60.2314249
B1V 1S4,SYDNEY MINES,NS,4,46.250924,-60.217256
B1V 1S9,SYDNEY MINES,NS,4,46.2498991,-60.2194566
B1V 1T1,SYDNEY MINES,NS,4,46.2493357,-60.2189986
B1V 1T5,SYDNEY MINES,NS,4,46.2503654,-60.2122347
B1V 1T6,SYDNEY MINES,NS,4,46.2004473,-60.261486
B1V 1V1,SYDNEY MINES,NS,4,46.255634,-60.209304
B1V 1V4,SYDNEY MINES,NS,4,46.146565,-60.156235
B1V 1V5,SYDNEY MINES,NS,4,46.164468,-60.165444
B1V 1W1,SYDNEY MINES,NS,4,46.253277,-60.21433
B1V 1W6,SYDNEY MINES,NS,4,46.2428196,-60.234006
B1V 1W9,SYDNEY MINES,NS,4,46.2491283,-60.2323108
B1V 1X2,SYDNEY MINES,NS,4,46.2521273,-60.2328432
B1V 1X9,SYDNEY MINES,NS,4,46.248962,-60.223772
B1V 1Y1,SYDNEY MINES,NS,4,46.2530743,-60.228198
B1V 2A4,SYDNEY MINES,NS,4,46.2498261,-60.2360956
B1V 2B2,SYDNEY MINES,NS,4,46.23983,-60.232068
B1V 2B4,SYDNEY MINES,NS,4,46.2398296,-60.232068
B1V 2E3,SYDNEY MINES,NS,4,46.240957,-60.229028
B1V 2E6,SYDNEY MINES,NS,4,46.2385639,-60.2290987
B1V 2G3,SYDNEY MINES,NS,4,46.231211,-60.224046
B1V 2G6,SYDNEY MINES,NS,4,46.2349252,-60.2245236
B1V 2G9,SYDNEY MINES,NS,4,46.238889,-60.22791
B1V 2J6,SYDNEY MINES,NS,4,46.239289,-60.225681
B1V 2J8,SYDNEY MINES,NS,4,46.141185,-60.178377
B1V 2K3,SYDNEY MINES,NS,4,46.237622,-60.221432
B1V 2K5,SYDNEY MINES,NS,4,46.2367536,-60.2177087
B1V 2L9,SYDNEY MINES,NS,4,46.2422674,-60.2311432
B1V 2M8,SYDNEY MINES,NS,4,46.241169,-60.239459
B1V 2N5,SYDNEY MINES,NS,4,46.244737,-60.228064
B1V 2N7,SYDNEY MINES,NS,4,46.242167,-60.226123
B1V 2N9,SYDNEY MINES,NS,4,46.2424032,-60.2256017
B1V 2P1,SYDNEY MINES,NS,4,46.242783,-60.220574
B1V 2P6,SYDNEY MINES,NS,4,46.131436,-60.189634
B1V 2R1,SYDNEY MINES,NS,4,46.238946,-60.220863
B1V 2S8,SYDNEY MINES,NS,4,46.2455478,-60.2335204
B1V 2W4,SYDNEY MINES,NS,4,46.241169,-60.239459
B1V 2X3,SYDNEY MINES,NS,4,46.2417367,-60.2416446
B1V 2X9,SYDNEY MINES,NS,4,46.237123,-60.242402
B1V 2Y2,SYDNEY MINES,NS,4,46.237123,-60.228185
B1V 3C1,SYDNEY MINES,NS,4,46.2405012,-60.2233251
B1V 3G3,SYDNEY MINES,NS,4,46.240161,-60.256874
B1V 3H8,SYDNEY MINES,NS,4,46.2510414,-60.2408145
B1V 3K8,SYDNEY MINES,NS,4,46.231166,-60.232953
B1V 3M4,SYDNEY MINES,NS,4,46.242209,-60.22773
B1V 3N2,SYDNEY MINES,NS,4,46.2419031,-60.2211131
B1W 1A7,ESKASONI,NS,4,45.924505,-60.644925
B1W 1A8,ESKASONI,NS,4,45.924506,-60.644925
B1W 1B2,ESKASONI,NS,4,45.924509,-60.644925
B1W 1B5,ESKASONI,NS,4,45.924512,-60.644925
B1W 1C5,ESKASONI,NS,4,45.924521,-60.644925
B1W 1E3,ESKASONI,NS,4,45.9332068,-60.6303424
B1W 1G2,ESKASONI,NS,4,45.9332068,-60.6303424
B1W 1H4,ESKASONI,NS,4,45.9325763,-60.6317908
B1W 1J2,ESKASONI,NS,4,45.931517,-60.645317
B1W 1K2,ESKASONI,NS,4,45.931517,-60.645317
B1W 1K6,ESKASONI,NS,4,45.931517,-60.645317
B1W 1L2,ESKASONI,NS,4,45.941727,-60.6144001
B1W 1L6,ESKASONI,NS,4,45.931517,-60.645317
B1W 1M2,ESKASONI,NS,4,45.931517,-60.645317
B1X 0A1,BOULARDERIE EAST,NS,4,46.198194,-60.5969785
B1X 1C5,BLACK ROCK,NS,4,46.295483,-60.398074
B1X 1E9,BLACK ROCK,NS,4,46.157247,-60.190582
B1X 1G8,BIG BRAS D'OR,NS,4,46.263713,-60.282826
B1X 1G9,BIG BRAS D'OR,NS,4,46.23388,-60.088645
B1X 1H7,BOULARDERIE EAST,NS,4,46.24545,-60.4567
B1X 1L2,BOULARDERIE CENTER,NS,4,46.1946329,-60.5183333
B1X 1L6,BOULARDERIE CENTER,NS,4,46.203452,-60.506527
B1X 1M2,ROSS FERRY,NS,4,46.1707982,-60.5548381
B1X 1M9,ROSS FERRY,NS,4,46.1627845,-60.5690776
B1X 1N3,ROSS FERRY,NS,4,46.1508128,-60.5769525
B1X 1N5,ROSS FERRY,NS,4,46.128202,-60.57993
B1X 1P2,ROSS FERRY,NS,4,46.170416,-60.491932
B1X 1R6,KEMPT HEAD,NS,4,46.1052125,-60.6063698
B1X 1R7,KEMPT HEAD,NS,4,46.1034538,-60.6410788
B1X 1S2,KEMPT HEAD,NS,4,46.0852216,-60.6240683
B1X 1T4,NEW HARRIS,NS,4,46.143212,-60.198157
B1X 1V1,NEW HARRIS,NS,4,46.143218,-60.198157
B1X 1V5,NEW HARRIS,NS,4,46.269982,-60.461953
B1X 1W2,NEW CAMPBELLTON,NS,4,46.143228,-60.198157
B1X 1X4,NEW CAMPBELLTON,NS,4,46.2919737,-60.4217865
B1X 2A3,BLACK ROCK,NS,4,46.3061079,-60.3619269
B1Y 0B1,ALDER POINT,NS,4,46.0788294,-60.5066312
B1Y 1B2,ALDER POINT,NS,4,46.2963099,-60.2850408
B1Y 1B4,ALDER POINT,NS,4,46.28954,-60.285767
B1Y 1C4,ALDER POINT,NS,4,46.310039,-60.280469
B1Y 1C7,ALDER POINT,NS,4,46.2694493,-60.2870147
B1Y 1C9,FLORENCE,NS,4,46.256563,-60.268426
B1Y 1E1,FLORENCE,NS,4,46.2558122,-60.2709087
B1Y 1E9,FLORENCE,NS,4,46.260848,-60.2643067
B1Y 1G5,FLORENCE,NS,4,46.2545317,-60.2682197
B1Y 1G7,FLORENCE,NS,4,46.2629726,-60.2617264
B1Y 1J3,FLORENCE,NS,4,46.2562745,-60.2593428
B1Y 1K3,FLORENCE,NS,4,46.251653,-60.252947
B1Y 1K7,FLORENCE,NS,4,46.240946,-60.256535
B1Y 1L3,FLORENCE,NS,4,46.240561,-60.25879
B1Y 1L5,FLORENCE,NS,4,46.2592379,-60.2649002
B1Y 1M3,FLORENCE,NS,4,46.2566556,-60.2649814
B1Y 1P7,FLORENCE,NS,4,46.2607915,-60.2627475
B1Y 1P8,FLORENCE,NS,4,46.2615725,-60.2637802
B1Y 1R8,FLORENCE,NS,4,46.259907,-60.258736
B1Y 1V8,LITTLE POND,NS,4,46.28898,-60.271422
B1Y 1W3,MILL CREEK,NS,4,46.26254,-60.29692
B1Y 1W4,MILL CREEK,NS,4,46.26254,-60.29692
B1Y 1X2,MILL CREEK,NS,4,46.275034,-60.311378
B1Y 1Y7,MILL CREEK,NS,4,46.2884242,-60.3004395
B1Y 1Z6,POINT ACONI,NS,4,46.297509,-60.293792
B1Y 2A2,POINT ACONI,NS,4,46.3179706,-60.2985775
B1Y 2A8,POINT ACONI,NS,4,46.3244447,-60.2949452
B1Y 2B2,GROVES POINT,NS,4,46.217265,-60.29202
B1Y 2C7,MILLVILLE,NS,4,46.270371,-60.338564
B1Y 2C9,MILLVILLE,NS,4,46.27095,-60.379651
B1Y 2G1,MILLVILLE,NS,4,46.298477,-60.339935
B1Y 2G8,MILLVILLE,NS,4,46.2798939,-60.3609844
B1Y 2J9,MILLVILLE,NS,4,46.2708947,-60.3785293
B1Y 2M6,BRAS D'OR,NS,4,46.2542528,-60.296916
B1Y 2M8,BRAS D'OR,NS,4,46.2544478,-60.2968843
B1Y 2P2,SOUTHSIDE BOULARDERIE,NS,4,46.217268,-60.29202
B1Y 2P4,SOUTHSIDE BOULARDERIE,NS,4,46.247671,-60.280315
B1Y 2P9,SOUTHSIDE BOULARDERIE,NS,4,46.247675,-60.280315
B1Y 2R5,SOUTHSIDE BOULARDERIE,NS,4,46.122685,-60.222105
B1Y 2W6,GROVES POINT,NS,4,46.2497674,-60.3198304
B1Y 2Y3,LITTLE BRAS D'OR,NS,4,46.2430428,-60.2934231
B1Y 2Y5,LITTLE BRAS D'OR,NS,4,46.2443982,-60.2797904
B1Y 2Z9,LITTLE BRAS D'OR,NS,4,46.2444654,-60.291726
B1Y 3A1,LITTLE BRAS D'OR,NS,4,46.246385,-60.29556
B1Y 3A4,LITTLE BRAS D'OR,NS,4,46.113849,-60.233
B1Y 3A8,GEORGES RIVER,NS,4,46.2283289,-60.2949008
B1Y 3C1,GEORGES RIVER,NS,4,46.2173264,-60.276921
